Estación ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452
1,0,0.437168327,1.000684287,0.67450815,0.420760909,0.287742624,1.146436518,1.048465118,0.619629258,1.394537035,0.533069171,0.685539126,1.319017749,1.094394364,0.944378859,0.761343837,0.651649799,0.608613706,0.761922698,0.862534341,1.334675939,1.099572557,0.903412616,0.805999344,0.715751727,1.398914137,0.735654598,1.180430719,1.907708658,0.856542956,0.94100797,1.19389708,1.021867858,1.08425424,1.099122678,1.712812546,1.511766152,1.433258171,1.205921826,1.291919243,1.896400518,1.426098565,2.315636689,1.834787103,1.683825505,1.575738062,1.543351598,2.254277289,2.011121032,1.911277735,1.701518986,2.747117094,2.329704811,1.921468111,3.146637637,1.83321646,2.169397802,1.997728653,2.026217626,2.327669861,2.179793031,2.344189646,2.211407842,2.273234333,2.968179839,2.676926354,2.527631102,2.498159227,2.508899019,2.455188488,2.456663012,2.867847853,2.682993764,2.601016113,2.87877283,2.664799036,3.140556587,3.030384551,2.941604169,2.921148091,2.812471196,2.554996855,3.032391342,2.926194685,0.590838657,0.946537339,2.97324087,3.434437727,3.576435494,3.737787921,3.228509656,3.849859687,3.506499313,3.894114896,3.6136399,2.697797835,3.728839893,2.066239863,2.351353491,3.631237814,3.416202705,3.047883531,0.977309543,3.31721586,3.539859287,3.697494739,2.008653613,2.05292574,3.332406479,2.74080179,0.588043444,1.711826551,1.466049527,1.587431809,0.951780392,1.289021941,1.057682549,1.236361519,1.498172121,1.255237542,1.239295429,2.436340749,1.8666047,2.216396378,1.578309671,1.372126624,1.506693347,1.462788481,1.496644413,1.67508716,1.680929385,1.857941796,1.944333252,1.889928607,2.071900877,1.820197977,1.982633182,2.18882423,2.00850638,2.196248905,2.129818119,2.268760781,2.38216676,2.44389504,2.400891327,2.520369439,2.554838964,2.64940468,2.700105728,2.624066716,2.641114665,2.692241171,2.888110294,2.959245302,2.91627673,2.974457738,3.012695534,3.15190068,3.159812642,0.910858423,3.104594782,3.210224894,3.348612737,3.353255303,3.323407032,3.436167237,3.399355128,3.408330088,3.443159469,3.675523512,3.576998438,3.616859058,3.622663549,1.09857028,3.644705233,1.955384767,3.072585562,3.217329648,3.226914404,3.202182772,3.234521751,3.48768261,0.644372082,2.724588939,2.754322164,3.172388996,3.06143694,3.335710712,3.324882242,3.114457203,3.511277988,2.518110851,2.516401485,1.632070639,2.019926176,2.665929171,3.876705893,3.796663782,3.103965689,2.226095799,2.061443965,3.255034955,2.824108019,2.477684443,1.764659582,3.509987762,1.610738694,2.286389563,4.024274218,2.731927373,2.14749652,2.102134803,4.086182615,3.689685052,3.317165896,2.904131377,1.63162678,2.097425471,4.169009287,3.951359551,3.518237395,2.91455178,2.481263071,2.110918397,1.85654396,1.506931038,4.126722251,3.316740222,3.71239732,3.376744019,2.696223981,1.881503641,3.064122294,2.536879251,3.605882474,3.630436338,2.815495593,2.791192175,1.438181697,4.053055186,4.187009539,3.547843585,3.120171567,2.780279128,2.401940872,1.23928604,1.318923387,0.995196632,1.068023804,1.305405862,0.889911913,1.135444791,1.326702596,1.074020222,0.78297838,1.124342178,0.200010424,2.178980755,1.480421722,2.141850016,1.303444824,3.598553233,1.062303426,1.80091633,1.855654092,2.047417168,2.027029844,2.004078815,1.998655617,1.536081787,1.939543119,1.985221815,1.897466575,1.872495942,1.783947426,3.690875124,3.625332673,3.650324123,3.715898471,3.740522421,4.026414384,3.912894502,3.895343482,3.992490661,3.866831902,3.991046885,4.138949407,4.420791593,4.059274172,4.138508011,3.968522226,4.049499022,4.01083605,4.15781423,4.274594798,4.446220438,4.428770444,4.405232946,4.314152034,4.451008775,4.402856365,4.402787076,4.307590593,4.296366069,4.363547881,4.474787078,4.477783738,4.53802691,4.623037544,4.45996557,4.767233417,4.81137109,4.794425444,4.732313316,4.686885228,4.708469589,4.656633993,4.582732646,4.627266588,4.755351303,4.996214828,5.03867321,4.946675482,5.126597319,5.019845448,4.978671714,5.045126365,4.853396879,5.093212604,5.118586672,5.248501963,5.564842455,5.2563368,5.248081276,5.179216947,5.313949086,5.388103957,5.476749773,5.314098106,5.406648475,5.703502884,5.876166686,5.522685093,5.724456902,5.443702417,5.405230276,5.504496994,5.435256735,5.461476301,5.652879919,5.622415983,5.765081787,5.796028377,5.812076254,5.724733825,5.786853829,5.860940497,5.921197138,6.050730867,6.059168868,5.938857482,5.841958226,6.066539796,5.889585342,6.12239217,6.282304285,6.153406809,6.12567479,6.020872841,6.130823155,6.123854589,6.156446472,6.153914875,6.305918565,6.34911909,6.46860625,6.45419106,6.390706556,6.405394292,6.521207746,6.504504605,6.502210376,6.551531275,6.644623969,6.668262358,6.762639401,6.660970165,6.844125538,6.750833862,6.764532619,6.774356749,6.740853268,6.743879449,6.777394871,6.624683575,6.869051229,6.683569433,6.928203111,6.780674077,6.755616682,6.833245179,7.001787773,6.956142866,6.708102309,7.071623674,7.296691012,7.404411051,7.490171621,7.696257662,7.595588953,7.290493286,7.219379807,7.073998331,7.042472911,6.922265563,6.965234457,6.890431193,7.086522811,7.112129986,7.172728717,7.19659601,7.288500648,7.341548154,7.353252101,7.362411851,7.539477237,7.610123822,7.811914096,7.87546094,8.030293548,8.055176997,8.026564459,7.759944327,7.738720716,7.594135459,7.528873082,7.661234798,7.647468297,7.920301886,8.078126691,8.01522993,8.165806086,8.212860998,8.268286881,8.436074935,8.342297713,1.847846672,2.58206843,1.602908838,1.75232146,3.52109616,1.25094533
2,0.437168327,0,1.366354804,0.342152003,0.306784293,0.499296837,0.75200634,1.403100378,0.419198029,1.789636072,0.850716334,1.063891883,0.937957281,0.753988156,0.657187905,0.601665167,0.645190706,0.727589605,1.061796672,1.205666823,0.966603154,0.785030232,0.669988054,0.652350088,0.701400036,1.785237674,0.985166359,0.876228079,2.314802979,0.948592653,1.169799897,0.983025609,0.968067449,1.147871793,1.175621469,1.365507345,1.223806119,1.177385703,1.09848648,1.279989442,2.309462317,1.266569783,2.72151368,1.516589977,1.417014113,1.369029206,1.436167002,2.648362885,1.684964125,1.619545915,1.532258619,3.156137596,1.977806905,1.689403497,3.541988536,1.722919455,1.86434028,1.746457753,1.884053636,1.994928588,1.975076499,2.042015948,1.968781294,2.116521273,3.375077739,2.339278589,2.221970263,2.218899442,2.327061157,2.246163337,2.220077432,2.52768545,2.38639048,2.342905518,2.57398527,2.443818165,2.824535859,2.721811176,2.667650988,2.677830083,2.621576004,2.943330964,2.790231686,2.718379194,1.014626176,1.3277261,3.351186686,3.825631115,3.973624542,4.115844443,3.640173744,4.25379542,3.913209571,4.284080797,3.985107973,3.06469925,4.090210207,2.423927757,2.708571951,3.986826786,3.769059803,3.395507182,1.329966682,3.657830076,3.880788907,4.038224203,2.322273633,2.367855506,3.657014432,3.048584035,0.950252641,2.099184013,1.81511608,1.914238806,1.268161945,1.601114649,1.27840631,1.487653119,1.769465698,1.443680118,1.354275677,2.738429934,2.10730649,2.45082173,1.793913714,1.424015077,1.664045,1.548509374,1.487017609,1.80216983,1.705494288,1.994078067,2.113132013,1.932712939,2.203940401,1.787419565,2.077321358,2.294876274,1.972700635,2.263577021,2.141957229,2.169270235,2.410612934,2.523439367,2.362727749,2.380135759,2.54777503,2.698243037,2.732286957,2.505230891,2.581978243,2.523116777,2.746936138,2.774604431,2.857229174,2.875943622,2.846823156,3.145363965,3.15818475,1.310388749,2.961396908,3.098701502,3.31826344,3.190888164,3.235757456,3.077379798,3.079965806,3.107838446,3.17250319,3.318519385,3.274463347,3.28282404,3.339555015,1.510223159,3.401800052,2.391987828,2.717274034,2.880648305,2.995045421,2.989169859,2.958224723,3.257834788,1.065807308,2.31855013,2.372193262,2.759269564,2.668717441,2.920314508,2.924094477,2.739605468,3.118632579,2.089060601,2.087275062,1.201945381,1.5829841,2.354876771,3.554483639,3.458938742,2.775923048,1.92048085,1.760768207,2.906317262,2.479451717,2.138115361,1.440564425,3.155229006,1.278975693,1.927408322,3.663235373,2.367426743,1.782311689,1.736833807,3.722822164,3.322145298,2.947181519,2.532115088,1.260010597,1.717306708,3.794412935,3.571415344,3.132540465,2.524957982,2.088690193,1.716642403,1.459550023,1.10436443,3.741508753,2.90483602,3.31881527,2.979315712,2.292517048,1.46151237,2.659859793,2.11812546,3.204882219,3.230187969,2.393808985,2.369346575,1.022200524,3.715056544,3.84788069,3.23527467,2.825995448,2.501018683,2.098118148,0.907097597,0.933519133,0.599496224,0.638403591,0.87445424,0.452935222,0.700984074,0.898693064,1.506694974,1.219390504,1.559577075,0.633763149,1.808237047,1.912102986,2.550171929,0.929752529,4.005644099,1.493872854,2.2380569,2.292563772,2.4821966,2.462310443,2.44113152,2.435681191,1.962319451,2.376038559,2.420639049,2.333583966,2.30821574,2.221115094,3.643004346,3.544737224,3.509297558,3.541489376,3.689752278,3.952506924,3.796152945,3.709993958,3.748917315,3.577273905,3.681856248,3.805402528,4.091994909,3.801094703,3.899048494,3.755642578,3.874866164,3.854611169,4.038875984,4.196832506,4.343091423,4.324530354,4.268310024,4.149175653,4.253167958,4.179009792,4.175883335,4.065900565,4.04730316,4.099860441,4.211224679,4.212803017,4.255162815,4.329610057,4.146330587,4.433503074,4.490277948,4.508166435,4.458131753,4.442728654,4.484791855,4.477838775,4.423619872,4.481300521,4.638828156,4.891666484,4.905191913,4.789821494,4.948758294,4.80912351,4.726864268,4.771807966,4.526140107,4.77053267,4.811354869,4.93439531,5.257221985,4.962546352,4.996229839,4.938809739,5.103251205,5.197656599,5.315297769,5.176861099,5.287675553,5.579235882,5.739612358,5.380216302,5.56851996,5.21400178,5.161823827,5.24739927,5.162798918,5.171437039,5.36136016,5.300426704,5.450681751,5.52340063,5.553436785,5.488465886,5.572491342,5.669484306,5.748857504,5.899357303,5.895794029,5.684177569,5.555643231,5.766165531,5.574799173,5.806589095,5.995586999,5.867208557,5.852940384,5.758788599,5.872253783,5.882469902,5.94141837,5.963209601,6.152322425,6.211064637,6.310233662,6.281539404,6.189971577,6.186979612,6.28651433,6.243622767,6.240201572,6.270255999,6.342285859,6.366242097,6.460415864,6.386459869,6.566629391,6.483495817,6.503426064,6.51319064,6.499513864,6.51553946,6.554838632,6.412755572,6.654894528,6.487449946,6.741062624,6.601210091,6.577817714,6.671956935,6.857050766,6.812402207,6.575350543,6.93935381,7.122139276,7.255980487,7.351889126,7.563660935,7.44912065,7.113842616,7.032616809,6.850088008,6.808305634,6.674673161,6.709083034,6.597610564,6.802476573,6.836248587,6.907061324,6.932353141,7.034893509,7.099544183,7.137312181,7.163833546,7.348247447,7.435457044,7.650744715,7.725259141,7.897111173,7.903912925,7.852056149,7.542689088,7.517917383,7.365757548,7.274872,7.416997871,7.410528982,7.694793232,7.871884999,7.814895788,7.97657504,8.040348904,8.109028931,8.29293188,8.199850739,1.491471275,2.903845705,1.277766948,2.183823865,3.117868671,0.945186288
3,1.000684287,1.366354804,9.49353E-05,1.417622607,1.141949926,0.873217968,1.861801455,0.06798017,1.24742039,0.450486696,0.521677626,0.31573228,1.975888307,1.711192239,1.517077561,1.23942117,0.999904246,0.808688097,0.364532928,0.178644697,1.958934934,1.66794327,1.410014629,1.246313457,1.013865866,0.428934612,0.500986934,1.707595789,0.984408185,0.829248422,0.500248786,1.543743018,1.159139642,0.939766606,0.915722904,2.231377895,1.928410667,1.800328311,1.353374432,1.202813645,0.998142911,1.597935762,1.380180107,2.265883531,2.020766987,1.805507936,1.569269872,1.289889382,2.439761866,2.268410584,1.821090769,1.816590723,2.796406564,2.138418739,2.181316337,1.792886899,2.526882035,2.247170504,2.020555998,2.741615894,2.29427103,2.676180851,2.411226518,2.262896928,2.029657124,3.07728062,2.851964088,2.756846134,2.528410797,2.545535355,2.613451529,3.263168319,2.970685381,2.796755691,3.174042655,2.762631064,3.450729964,3.326231197,3.150400127,3.052761251,2.823607363,1.579388543,3.152843348,2.968984485,0.495378198,0.091118501,1.98489568,2.461808917,2.613587757,2.749672929,2.302604331,2.900269403,2.564761569,2.919330351,2.620444959,1.701357048,2.730670658,1.065930677,1.351192334,2.631427874,2.415869432,2.047206894,1.308232562,2.317061049,2.539560185,2.697163556,1.03107427,1.073113869,2.3370342,1.758734058,1.108006376,0.738534695,0.46794114,0.60688269,0.218484776,0.365196225,0.533628701,0.506826046,0.632639131,0.696355258,0.880907848,1.462917884,1.016473269,1.349174462,0.832170327,1.103295487,0.927709433,1.077267075,1.322210618,1.122823659,1.371158645,1.243751333,1.240382793,1.487507448,1.431928812,1.607493018,1.441937801,1.590893238,1.763571938,1.684272461,1.753705782,2.126860219,1.933064155,1.874166951,2.100333141,2.440582715,2.165427361,2.12623744,2.208703312,2.482882301,2.36045733,2.662363796,2.773815093,2.94284654,2.609333456,2.753114801,2.946798739,2.709537672,2.706174474,1.079763385,2.977550292,3.001057366,2.94590246,3.254719122,3.05136956,3.860366637,3.705649935,3.660611913,3.612314634,4.084800238,3.826825834,3.956671227,3.816422127,1.09656331,3.730301849,1.397560259,3.502161397,3.583188881,3.308029251,3.237547572,3.430483098,3.547990819,0.873095823,3.344876613,3.286315529,3.806967282,3.616847793,3.976324045,3.901991267,3.604938276,4.050531068,3.424636452,3.422639622,2.415367586,2.875722265,3.666305862,4.877327978,4.796712552,4.104549,3.226399862,3.06154408,4.252960369,3.822591382,3.476771062,2.764770536,4.506470651,2.609684871,3.280239233,5.018909512,3.724211259,3.138649292,3.093151064,5.079924487,4.681357982,4.307394275,3.892965303,2.618504421,3.080512033,5.157117362,4.935898415,4.498255349,3.891070763,3.454960277,3.082927956,2.825893498,2.47066285,5.107282664,4.264573435,4.685145241,4.345352042,3.657507065,2.818234646,4.024324106,3.473072779,4.570069423,4.595569841,3.743584652,3.718968596,2.384851302,5.053142034,5.18700292,4.547919511,4.117862732,3.775207784,3.401938984,2.236808896,2.296679399,1.964182078,1.991827646,2.220137976,1.772555371,1.977188748,2.120412527,0.868182465,0.694964588,0.618872642,0.827045303,2.712218838,0.779401284,1.217293807,1.94565955,2.657456032,0.514241051,1.199034247,1.2221562,1.534800442,1.504603206,1.411298049,1.409142178,0.758519777,1.388670525,1.464455632,1.367112599,1.358751352,1.19466641,3.307863344,3.319241213,3.483266627,3.625662066,3.361463673,3.685870059,3.675485281,3.823096392,4.063781169,4.067590063,4.242742472,4.458288348,4.716896832,4.166514395,4.193042419,3.961742041,3.943977346,3.862379522,3.914767984,3.932701196,4.155587047,4.141308504,4.194761065,4.174291676,4.387136598,4.406859716,4.414696692,4.361547436,4.370236377,4.474315017,4.581462024,4.588223067,4.696010197,4.80841969,4.709108613,5.069403962,5.073306308,4.954480377,4.86021576,4.734619369,4.701826831,4.538401148,4.418990023,4.430499891,4.485300941,4.691543601,4.799853321,4.766068905,4.992045626,4.970692136,5.038420516,5.162077842,5.133234197,5.353263979,5.331301514,5.478911721,5.769097998,5.426377153,5.300989107,5.203163282,5.25701557,5.278132284,5.293384623,5.076876185,5.124554263,5.42697538,5.624733822,5.292826988,5.522229196,5.432907679,5.431659232,5.565684145,5.540468008,5.616112651,5.807849011,5.869410978,5.986047087,5.894169894,5.871022537,5.725059309,5.728581439,5.742941455,5.754649239,5.830960069,5.868091792,5.984475195,5.978184193,6.239887416,6.109502725,6.341506189,6.4119338,6.283692776,6.217982674,6.0853127,6.183555095,6.130013616,6.092649789,6.028322233,6.086778922,6.092390342,6.258134167,6.278601972,6.286156747,6.345969972,6.502650856,6.557317496,6.55818729,6.661183861,6.814800564,6.83714708,6.930813128,6.749627563,6.938645412,6.817898005,6.813990567,6.823835782,6.736637292,6.704992181,6.722806072,6.544875591,6.791248408,6.562540992,6.780961745,6.61659508,6.587816389,6.624032184,6.75062416,6.703275648,6.433140007,6.790271816,7.113235301,7.156617193,7.217421406,7.407816145,7.340807335,7.112270701,7.067123331,7.018660813,7.014685326,6.932298353,6.998098551,7.028841183,7.196641866,7.198392145,7.229267606,7.248830744,7.31003587,7.33079186,7.273389659,7.237942412,7.394270651,7.423013506,7.589666077,7.626294813,7.739530199,7.806581238,7.834321155,7.678540706,7.666815735,7.543853241,7.548515544,7.652621748,7.6193428,7.858691292,7.964769967,7.887490884,8.008501639,8.013773399,8.036560759,8.164466415,8.069966314,2.372897514,1.5909814,2.085012954,1.006064158,4.482370323,2.251404302
4,0.67450815,0.342152003,1.417622607,9.49353E-05,0.292135225,0.577008713,0.480530417,1.439600546,0.191162896,1.863831039,0.902234875,1.150429468,0.645300829,0.425891121,0.315275994,0.332534716,0.489431266,0.647031383,1.069470817,1.242242353,0.660351897,0.446682714,0.342491347,0.376351924,0.522420362,1.846553464,0.958348817,0.536355961,2.39842884,0.802269827,1.104406152,0.650824724,0.715623341,0.957573288,0.992010842,1.04536126,0.883120893,0.835467981,0.805102477,1.030388907,2.404739736,0.944559214,2.797557094,1.183933288,1.075020001,1.032433889,1.130717402,2.704807484,1.355744824,1.280576673,1.203050596,3.234073495,1.661940815,1.348011775,3.591975297,1.410726574,1.528841125,1.404305788,1.559205214,1.669220817,1.635947358,1.706171723,1.62667136,1.786127065,3.447157641,2.0164227,1.887336774,1.879037886,1.990531841,1.905945308,1.87802126,2.206301254,2.049819939,2.001165522,2.239641173,2.102345602,2.493801381,2.388686329,2.327541972,2.335702041,2.282985359,2.987151765,2.448100562,2.377704911,1.169662445,1.400154976,3.375411918,3.866784941,4.02403559,4.134832707,3.720119406,4.315040589,3.981535228,4.320647929,3.995368832,3.07624575,4.086006247,2.432405925,2.711920102,3.975728775,3.755998814,3.37902948,1.63428441,3.630631542,3.852274532,4.008390595,2.282547695,2.328553217,3.611424769,2.991034245,1.246438495,2.154219843,1.827903707,1.899003598,1.273023325,1.582387767,1.196751563,1.417915072,1.704352371,1.324196559,1.184772232,2.679277069,2.003867533,2.334048771,1.679446652,1.206823443,1.509154721,1.347749989,1.229193337,1.61984447,1.459971436,1.812150816,1.951769193,1.691707146,2.013881491,1.50840213,1.865077821,2.085389969,1.688624875,2.030291798,1.879346368,1.855929547,2.152654781,2.293326504,2.072269609,2.052634146,2.269862739,2.447897627,2.472449208,2.183178603,2.280565716,2.188397658,2.417728256,2.436663287,2.553951529,2.558431884,2.511936202,2.862733608,2.877763882,1.584904432,2.631060674,2.776309905,3.024076757,2.856001595,2.920315679,2.767002087,2.75062965,2.772971116,2.832334717,3.007170017,2.940249725,2.959392114,3.001276667,1.772496004,3.059755584,2.589687227,2.404425204,2.558029017,2.652934126,2.647876239,2.618641165,2.915727748,1.316895206,2.055405477,2.079853303,2.507219329,2.387471785,2.672251264,2.652694426,2.440835152,2.837165385,2.014414235,2.01231883,1.008857312,1.458107607,2.486770067,3.660604996,3.547511795,2.88289397,2.066671065,1.916048857,2.986156569,2.570143844,2.241191645,1.581806685,3.224385966,1.418691325,2.009379552,3.719442181,2.432631982,1.859057396,1.814710867,3.775281246,3.371528454,2.996457386,2.583401927,1.34695833,1.77223989,3.829446915,3.599361498,3.154308875,2.546650439,2.11209272,1.745719606,1.491845222,1.14266603,3.759376796,2.874778785,3.324607259,2.98065761,2.289369368,1.43582325,2.650357186,2.079705251,3.196877021,3.223529293,2.342105664,2.317461762,1.031667755,3.801364629,3.931889132,3.354734548,2.96864018,2.662044423,2.242245026,1.070873483,1.019564373,0.70845555,0.638348848,0.837487206,0.398837277,0.562463936,0.707024722,1.73141794,1.430797922,1.731222607,0.839391728,1.505460617,2.061684221,2.632863687,0.628968338,4.074227959,1.65104254,2.421539502,2.469810705,2.692271678,2.669732285,2.631718533,2.626933345,2.093751491,2.574948758,2.627447951,2.536057448,2.513691429,2.407088203,3.340302617,3.230570917,3.178242881,3.204074936,3.385766825,3.639403586,3.470491127,3.37091067,3.406940076,3.24033266,3.349765076,3.482132794,3.766913063,3.459951859,3.556976331,3.414047016,3.537098666,3.519924355,3.712194825,3.881858318,4.020137169,4.001296981,3.937028775,3.812662532,3.912472568,3.836929539,3.833755002,3.72390348,3.705610891,3.759313556,3.870698926,3.872427057,3.917316651,3.993873655,3.815866178,4.110650032,4.162485733,4.171040716,4.118985584,4.100865412,4.142693973,4.139086206,4.08785469,4.147908229,4.311881009,4.567523581,4.573983387,4.454164824,4.609894267,4.467418573,4.385459882,4.432637815,4.200665506,4.443435138,4.479285509,4.604441028,4.925426774,4.627140263,4.654872567,4.596856826,4.761505706,4.857319298,4.978569565,4.844627322,4.959425868,5.249504183,5.407125801,5.046786828,5.232552541,4.871854557,4.82000906,4.90649473,4.823613862,4.835293061,5.025585872,4.973277359,5.121002658,5.18432446,5.212723642,5.146427825,5.230552602,5.32893576,5.410381236,5.563999876,5.558512137,5.3431365,5.218862659,5.432573225,5.245282787,5.47747097,5.658992415,5.53048297,5.51394878,5.418454139,5.531583734,5.54062996,5.599433484,5.622664884,5.816475148,5.87801192,5.973555068,5.942855775,5.848629302,5.844900147,5.944473663,5.903236558,5.89993407,5.932708356,6.009344037,6.033222477,6.127470552,6.047829207,6.228497875,6.143887266,6.16309882,6.172870971,6.157714784,6.173400138,6.212695904,6.070841553,6.312897233,6.146382069,6.40069561,6.261643914,6.238442405,6.334714692,6.522457098,6.478005693,6.243178939,6.607113935,6.783022361,6.920603007,7.018307453,7.231110248,7.11402082,6.774484955,6.692237612,6.507936952,6.466271365,6.33322545,6.368296144,6.262420305,6.465530796,6.497903545,6.567304995,6.592430026,6.693919396,6.757813092,6.795252169,6.822519372,7.007442152,7.096266091,7.313261777,7.389448933,7.564331472,7.567883019,7.512811337,7.200593237,7.175777633,7.023630246,6.933953106,7.075402633,7.068601497,7.352645719,7.530108984,7.473420159,7.635860859,7.701306231,7.771723011,7.958179279,7.86524552,1.17740954,2.863038636,0.946586246,2.329075302,3.105897405,1.133394665
